,trip_uuid,data,route_type,is_cutoff
697,trip-153679319839921897,training,FTL,False
698,trip-153679320708129674,training,Carting,False
699,trip-153679323815349794,training,FTL,False
700,trip-153679334264109965,training,Carting,False
701,trip-153679344086139316,training,Carting,False
702,trip-153679388595566052,training,FTL,False
703,trip-153679392522135456,training,Carting,False
704,trip-153679405073545297,training,Carting,False
705,trip-153679416168102152,training,FTL,False
706,trip-153679427344087094,training,FTL,False
707,trip-153679429506016294,training,Carting,False
708,trip-153679430876509375,training,Carting,False
709,trip-153679439654314968,training,FTL,False
710,trip-153679447071860563,training,Carting,False
711,trip-153679447531122177,training,Carting,False
712,trip-153679463181730576,training,FTL,False
713,trip-153679463650133978,training,Carting,False
714,trip-153679469880048220,training,Carting,False
715,trip-153679475736246948,training,Carting,False
716,trip-153679493012860309,training,Carting,False
717,trip-153679519504536979,training,Carting,False
718,trip-153679520978327020,training,Carting,False
719,trip-153679524114550020,training,FTL,False
720,trip-153679529840860139,training,Carting,False
721,trip-153679530777206625,training,Carting,False
722,trip-153679541536256907,training,FTL,False
723,trip-153679545389284321,training,Carting,False
724,trip-153679545987818703,training,Carting,False
725,trip-153679553288930453,training,Carting,False
726,trip-153679554640362998,training,FTL,False
727,trip-153679555916026449,training,Carting,False
728,trip-153679555984043947,training,Carting,False
729,trip-153679558961732282,training,FTL,False
730,trip-153679561590421402,training,Carting,False
731,trip-153679562616672086,training,Carting,False
732,trip-153679584059680623,training,Carting,False
733,trip-153679587721193694,training,Carting,False
734,trip-153679588188597345,training,FTL,False
735,trip-153679589281570910,training,Carting,False
736,trip-153679592637186735,training,FTL,False
737,trip-153679601482237347,training,Carting,False
738,trip-153679602643235387,training,Carting,False
739,trip-153679608947628203,training,Carting,False
740,trip-153679610998336582,training,FTL,False
741,trip-153679612227233161,training,Carting,False
742,trip-153679658502528368,training,Carting,False
743,trip-153679664912667414,training,Carting,False
744,trip-153679669508452551,training,FTL,False
745,trip-153679672155452701,training,Carting,False
746,trip-153679674733908252,training,FTL,False
747,trip-153679682996037953,training,Carting,False
748,trip-153679689202303147,training,FTL,False
749,trip-153679698405227015,training,FTL,False
750,trip-153679704676347913,training,FTL,False
751,trip-153679721762939632,training,Carting,False
752,trip-153679735667925591,training,FTL,False
753,trip-153679738749092963,training,Carting,False
754,trip-153679741225695717,training,Carting,False
755,trip-153679743039309665,training,Carting,False
756,trip-153679743166797683,training,FTL,False
757,trip-153679755407477556,training,Carting,True
758,trip-153679757976158187,training,Carting,False
759,trip-153679766647648963,training,FTL,False
760,trip-153679773200102547,training,Carting,False
761,trip-153679779854676515,training,FTL,False
762,trip-153679782871691468,training,Carting,False
763,trip-153679789619211844,training,Carting,True
764,trip-153679811785725575,training,Carting,False
765,trip-153679814525147648,training,Carting,False
766,trip-153679818131821172,training,Carting,False
767,trip-153679819582752427,training,Carting,False
768,trip-153679836456535425,training,Carting,False
769,trip-153679838242193973,training,Carting,False
770,trip-153679850504115036,training,Carting,False
771,trip-153679851539326611,training,Carting,False
772,trip-153679859768216580,training,Carting,False
773,trip-153679870921671651,training,Carting,False
774,trip-153679884271068740,training,FTL,False
775,trip-153679890022251436,training,FTL,False
776,trip-153679896345124971,training,Carting,False
777,trip-153679899471265259,training,Carting,False
778,trip-153679905623058498,training,Carting,False
779,trip-153679909548806546,training,Carting,False
780,trip-153679914398648278,training,FTL,False
781,trip-153679917535111653,training,FTL,False
782,trip-153679919278031931,training,Carting,False
783,trip-153679920895200032,training,FTL,False
784,trip-153679927037233256,training,Carting,False
785,trip-153679939542104546,training,FTL,True
786,trip-153679940965070243,training,Carting,False
787,trip-153679954346996096,training,FTL,False
788,trip-153679955125176642,training,Carting,False
789,trip-153679955409147823,training,Carting,False
790,trip-153679961232578044,training,Carting,False
791,trip-153679977853600345,training,Carting,False
792,trip-153680043859947716,training,Carting,False
793,trip-153680045701755960,training,FTL,False
794,trip-153680053417738135,training,FTL,False
795,trip-153680074577011409,training,Carting,False
796,trip-153680076884522986,training,Carting,False
797,trip-153680078190400582,training,Carting,False
798,trip-153680095342865931,training,FTL,False
799,trip-153680114309411459,training,Carting,False
800,trip-153680118333249292,training,Carting,False
801,trip-153680150338912748,training,Carting,False
802,trip-153680173249571082,training,Carting,False
803,trip-153680206392983252,training,FTL,False
804,trip-153680212067589845,training,Carting,False
805,trip-153680212532637033,training,FTL,False
806,trip-153680215790405157,training,FTL,False
807,trip-153680224133549921,training,Carting,False
808,trip-153680231054543038,training,FTL,False
809,trip-153680234115299860,training,Carting,False
810,trip-153680235368188535,training,FTL,False
811,trip-153680257938957304,training,FTL,False
812,trip-153680268168364589,training,Carting,False
813,trip-153680276269878413,training,Carting,False
814,trip-153680283646690477,training,FTL,False
815,trip-153680291369081162,training,Carting,False
816,trip-153680291796468168,training,Carting,False
817,trip-153680299886573394,training,Carting,False
818,trip-153680310048696991,training,FTL,False
819,trip-153680311218771044,training,Carting,False
820,trip-153680321504598824,training,FTL,False
821,trip-153680332381212407,training,FTL,False
822,trip-153680339869927048,training,Carting,False
823,trip-153680356130952302,training,FTL,False
824,trip-153680360787611407,training,FTL,False
825,trip-153680363848281444,training,Carting,False
826,trip-153680367337554523,training,FTL,False
827,trip-153680377307314823,training,Carting,False
828,trip-153680385436053322,training,FTL,False
829,trip-153680395250072849,training,FTL,False
830,trip-153680402098345777,training,FTL,False
831,trip-153680406728219678,training,Carting,False
832,trip-153680416311795636,training,Carting,False
833,trip-153680422077065275,training,Carting,False
834,trip-153680426656922109,training,Carting,False
835,trip-153680462910491397,training,Carting,False
836,trip-153680468430506519,training,FTL,False
837,trip-153680468925863498,training,FTL,False
838,trip-153680475493146818,training,FTL,False
839,trip-153680478515302060,training,FTL,False
840,trip-153680483991081446,training,Carting,False
841,trip-153680500583450497,training,FTL,False
842,trip-153680502504467548,training,Carting,False
843,trip-153680508363563480,training,FTL,False
844,trip-153680516265643007,training,Carting,False
845,trip-153680527606226131,training,FTL,False
846,trip-153680537872494871,training,Carting,False
847,trip-153680559641910526,training,Carting,False
848,trip-153680560307858971,training,Carting,False
849,trip-153680606156286671,training,FTL,False
850,trip-153680651220927977,training,FTL,False
851,trip-153680660682917823,training,FTL,False
852,trip-153680669482749105,training,Carting,False
853,trip-153680672482002984,training,Carting,False
854,trip-153680690478966318,training,Carting,False
855,trip-153680690966598026,training,Carting,False
856,trip-153680695447992835,training,Carting,False
857,trip-153680696568301344,training,Carting,False
858,trip-153680701908325542,training,Carting,False
859,trip-153680704593734761,training,FTL,False
860,trip-153680718015438845,training,Carting,False
861,trip-153680724014401218,training,Carting,False
862,trip-153680744671578239,training,FTL,False
863,trip-153680746596889438,training,FTL,False
864,trip-153680752618634783,training,FTL,False
865,trip-153680753691206859,training,Carting,False
866,trip-153680754836080714,training,Carting,False
867,trip-153680766488929110,training,Carting,False
868,trip-153680770741059983,training,FTL,False
869,trip-153680781179201418,training,FTL,False
870,trip-153680782925364456,training,Carting,False
871,trip-153680787945325456,training,FTL,False
872,trip-153680793032469123,training,Carting,False
873,trip-153680795741391593,training,Carting,False
874,trip-153680831372097605,training,Carting,False
875,trip-153680833406514142,training,Carting,False
876,trip-153680834833291442,training,Carting,False
877,trip-153680840074450129,training,Carting,False
878,trip-153680844688052063,training,FTL,False
879,trip-153680866031242800,training,FTL,False
880,trip-153680868001833940,training,Carting,False
881,trip-153680871661322640,training,FTL,False
882,trip-153680879482544424,training,FTL,False
883,trip-153680907335888825,training,FTL,False
884,trip-153680923923923147,training,Carting,False
885,trip-153680931806467130,training,Carting,False
886,trip-153680935684231165,training,Carting,False
887,trip-153680974042928080,training,Carting,False
888,trip-153680977852943421,training,FTL,False
889,trip-153681002220165883,training,Carting,False
890,trip-153681003453596465,training,FTL,False
891,trip-153681034652018749,training,Carting,False
892,trip-153681035899506760,training,FTL,False
893,trip-153681036235453286,training,FTL,False
894,trip-153681065059960807,training,FTL,False
895,trip-153681074800554762,training,Carting,False
896,trip-153681107160824609,training,Carting,False
897,trip-153681114406313186,training,Carting,False
898,trip-153681124129456325,training,Carting,False
899,trip-153681133745131012,training,Carting,False
900,trip-153681140681900594,training,Carting,False
901,trip-153681153291687617,training,Carting,False
902,trip-153681167180125289,training,FTL,False
903,trip-153681191152880597,training,Carting,False
904,trip-153681193748187359,training,Carting,False
905,trip-153681207855989994,training,Carting,False
906,trip-153681235223823584,training,FTL,False
907,trip-153681275148602178,training,FTL,False
908,trip-153681285297063030,training,Carting,False
909,trip-153681289211382072,training,Carting,False
910,trip-153681292341327713,training,Carting,False
911,trip-153681301834282390,training,FTL,False
